t p_lowerLD p_upperLD p_lowerST p_upperST t_lowerLD t_upperLD t_lowerST t_upperST p_LDqubit_STduration_lower p_LDqubit_STduration_upper p_210_STduration_lower p_210_STduration_upper p_2100_STduration_lower p_2100_STduration_upper p_measST
0.000000157036280 0.213918699291040 0.645178856875124 0.004224012895728 0.004270163286457 0.000011744132019 0.000034222176826 0.000000856844264 0.000001914072561 0.000831713485086 0.004136618552563 0.000008323990715 0.000041536525962 0.000000083240593 0.000000415382341 0.031165482809616
0.000000158489319 0.214344930466207 0.646334078636523 0.004211469043284 0.004257229002624 0.000011754048598 0.000034309359155 0.000000856120556 0.000001916978638 0.000830310281228 0.004149136788511 0.000008309935550 0.000041662743716 0.000000083100039 0.000000416644622 0.030992404150186
0.000000159955803 0.214773430723640 0.647486964412946 0.004198863087980 0.004244234521300 0.000011764250969 0.000034397348172 0.000000855389190 0.000001919911606 0.000828893429577 0.004161789789149 0.000008295743722 0.000041790323469 0.000000082958119 0.000000417920525 0.030818531259200
0.000000161435856 0.215204177590881 0.648637346522612 0.004186195367622 0.004231180208406 0.000011774745143 0.000034486151341 0.000000854650122 0.000001922871711 0.000827462883244 0.004174579151972 0.000008281414762 0.000041919281433 0.000000082814827 0.000000419210212 0.030643869068874
0.000000162929603 0.215637147289953 0.649785056287166 0.004173466236615 0.004218066446110 0.000011785537193 0.000034575776196 0.000000853903309 0.000001925859207 0.000826018598319 0.004187506495730 0.000008266948231 0.000042049634035 0.000000082670159 0.000000420513846 0.030468422711589
0.000000164437172 0.216072314707100 0.650929924107040 0.004160676066241 0.004204893633107 0.000011796633251 0.000034666230339 0.000000853148711 0.000001928874345 0.000824560533988 0.004200573460742 0.000008252343723 0.000042181397925 0.000000082524111 0.000000421831595 0.030292197522683
0.000000165958691 0.216509653362554 0.652071779539348 0.004147825244948 0.004191662184884 0.000011808039510 0.000034757521445 0.000000852386286 0.000001931917381 0.000823088652658 0.004213781709216 0.000008237600861 0.000042314589974 0.000000082376680 0.000000423163627 0.030115199043250
0.000000167494288 0.216949135380366 0.653210451378347 0.004134914178631 0.004178372534004 0.000011819762218 0.000034849657256 0.000000851615997 0.000001934988575 0.000821602920077 0.004227132925580 0.000008222719304 0.000042449227283 0.000000082227862 0.000000424510113 0.029937433022925
0.000000169044093 0.217390731458359 0.654345767738390 0.004121943290924 0.004165025130392 0.000011831807679 0.000034942645590 0.000000850837805 0.000001938088186 0.000820103305457 0.004240628816806 0.000008207698745 0.000042585327180 0.000000082077654 0.000000425871227 0.029758905422663
0.000000170608239 0.217834410838225 0.655477556139395 0.004108913023483 0.004151620441598 0.000011844182251 0.000035036494334 0.000000850051676 0.000001941216478 0.000818589781608 0.004254271112754 0.000008192538913 0.000042722907231 0.000000081926054 0.000000427247143 0.029579622417517
